Código CVM,Empresa,Categoria,Tipo,Espécie,Data Referência,Data Entrega,Status,V,Modalidade,download
02399-0,023990 VERT COMPANHIA SECURITIZADORA,Documentos de Oferta de Distribuição Pública,Prospecto de Distribuição Pública,Prospecto Preliminar de Distribuição Publica de Certificados de Recebíveis do Agronegócio da 1ª Série da 39ª Emissão da VERT Companhia SecuritizadoraProspecto Preliminar,20191024 24/10/2019,20191024 24/10/2019 02:35,Ativo,1,AP,"OpenDownloadDocumentos('242082','1','717255','IPE')"
02399-0,023990 VERT COMPANHIA SECURITIZADORA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Comunicado de pagamento de juros da 1ª Série da 14ª Emissão de CRA da Companhia -,20191024 24/10/2019,20191024 24/10/2019 18:23,Ativo,1,AP,"OpenDownloadDocumentos('242215','1','717396','IPE')"
02399-0,023990 VERT COMPANHIA SECURITIZADORA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Comunicado referente ao Pagamento de juros da 2ª Série da 14ª Emissão de CRA da Companhia -,20191024 24/10/2019,20191024 24/10/2019 18:26,Ativo,1,AP,"OpenDownloadDocumentos('242216','1','717397','IPE')"
02401-5,024015 NCF Participações S/A,Formulário de Referência,,,20190101 2019,20191024 24/10/2019 11:39,Inativo,2,RE,"OpenDownloadDocumentos('88781','2','024015FRE201920190200088781-81','')"
02405-8,024058 CENTRO DE IMAGEM DIAGNOSTICOS S.A.,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20191024 24/10/2019 17:17,Ativo,6,RE,"OpenDownloadDocumentos('242169','6','717342','IPE')"
02409-0,024090 INSTITUTO HERMES PARDINI S.A.,Assembleia,AGE,"Incorporações e Cisão das Subsidiárias,Laudos de Avaliação,Ratificação da nomeação da empresa responsável pela elaboração dos Laudos de Avaliação,Termos e condições dos Protocolos de Incorporação e Instrumento de Justificação das SubsidiáriasEdital de Convocação",20191119 19/11/2019 10:00,20191024 24/10/2019 17:40,Ativo,3,RE,"OpenDownloadDocumentos('242194','3','717367','IPE')"
02422-8,024228 CAMIL ALIMENTOS S.A.,Fato Relevante,,"Cancelamento de ações em tesouraria, recompra de ações, convocação de AGE -",20191022 22/10/2019,20191024 24/10/2019 18:09,Ativo,2,RE,"OpenDownloadDocumentos('242211','2','717392','IPE')"
02426-0,024260 SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,Reunião da Administração,Conselho de Administração,Revogar a outorga de opções de compra de açõesAta,20191014 14/10/2019 10:00,20191024 24/10/2019 09:08,Ativo,1,AP,"OpenDownloadDocumentos('242090','1','717263','IPE')"
02426-0,024260 SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,Reunião da Administração,Conselho de Administração,Outorga de opções de compra de açõesAta,20191014 14/10/2019 12:00,20191024 24/10/2019 09:09,Ativo,1,AP,"OpenDownloadDocumentos('242092','1','717265','IPE')"
02480-5,024805 Vivara Participações S.A.,Formulário de Referência,,,20190101 2019,20191024 24/10/2019 16:03,Inativo,5,RE,"OpenDownloadDocumentos('88790','5','024805FRE201920190500088790-84','')"
02483-0,024830 BRK AMBIENTAL PARTICIPAÇÕES S.A.,Assembleia,AGE,"Reforma Estatutária,Plano de Outorga de Opção de Compra de AçõesEdital de Convocação",20191108 08/11/2019 17:00,20191024 24/10/2019 19:43,Cancelado,1,AP,"OpenDownloadDocumentos('242243','1','717425','IPE')"
02483-0,024830 BRK AMBIENTAL PARTICIPAÇÕES S.A.,Assembleia,AGE,"Reforma Estatutária,Plano de Outorga de Opção de Compra de AçõesProposta da Administração",20191108 08/11/2019 17:00,20191024 24/10/2019 19:46,Cancelado,1,AP,"OpenDownloadDocumentos('242244','1','717426','IPE')"
02483-0,024830 BRK Ambiental Participações S.A.,Formulário de Referência,,,20190101 2019,20191024 24/10/2019 15:04,Inativo,2,RC,"OpenDownloadDocumentos('88786','2','024830FRE201920190200088786-73','')"
02483-0,024830 BRK Ambiental Participações S.A.,Formulário Cadastral,,,20190101 2019,20191024 24/10/2019 15:02,Inativo,2,RC,"OpenDownloadDocumentos('88785','2','024830FCA000020190200088785-75','FCA')"
05005-9,050059 BANK OF AMERICA CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191024 24/10/2019,20191024 24/10/2019 10:21,Ativo,1,AP,"OpenDownloadDocumentos('242102','1','717275','IPE')"
05005-9,050059 BANK OF AMERICA CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,FWP -,20191024 24/10/2019,20191024 24/10/2019 17:28,Ativo,1,AP,"OpenDownloadDocumentos('242178','1','717351','IPE')"
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191024 24/10/2019,20191024 24/10/2019 10:37,Ativo,1,AP,"OpenDownloadDocumentos('242118','1','717291','IPE')"
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4/A -,20191024 24/10/2019,20191024 24/10/2019 10:37,Ativo,1,AP,"OpenDownloadDocumentos('242119','1','717292','IPE')"
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191024 24/10/2019,20191024 24/10/2019 17:23,Ativo,1,AP,"OpenDownloadDocumentos('242172','1','717345','IPE')"
05010-5,050105 CITIGROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191024 24/10/2019,20191024 24/10/2019 10:27,Ativo,1,AP,"OpenDownloadDocumentos('242106','1','717279','IPE')"
05010-5,050105 CITIGROUP INC.,Aviso aos Acionistas,Outros avisos,Pagamento de Dividendos - Aviso Inicial -,20191024 24/10/2019,20191024 24/10/2019 11:50,Ativo,1,AP,"OpenDownloadDocumentos('242145','1','717318','IPE')"
05010-5,050105 CITIGROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191024 24/10/2019,20191024 24/10/2019 17:23,Ativo,1,AP,"OpenDownloadDocumentos('242176','1','717349','IPE')"
05013-0,050130 WELLS FARGO COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20191024 24/10/2019,20191024 24/10/2019 17:23,Ativo,1,AP,"OpenDownloadDocumentos('242174','1','717347','IPE')"
05013-0,050130 WELLS FARGO COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191024 24/10/2019,20191024 24/10/2019 17:23,Ativo,1,AP,"OpenDownloadDocumentos('242175','1','717348','IPE')"
05016-4,050164 INTEL CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20191024 24/10/2019,20191024 24/10/2019 17:32,Ativo,1,AP,"OpenDownloadDocumentos('242184','1','717357','IPE')"
05018-0,050180 FREEPORT - MCMORAN COPPER GOLD INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:36,Ativo,1,AP,"OpenDownloadDocumentos('242117','1','717290','IPE')"
05019-9,050199 PROCTER GAMBLE COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20191024 24/10/2019,20191024 24/10/2019 17:33,Ativo,1,AP,"OpenDownloadDocumentos('242188','1','717361','IPE')"
05028-8,050288 ORACLE CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,24/10/2019 ORACLE CORPORATION ORCL:US – DISTRIBUIÇÃO DE DIVIDENDOS - VALORES DEFINITIVOS -,20191024 24/10/2019,20191024 24/10/2019 10:08,Ativo,1,AP,"OpenDownloadDocumentos('242097','1','717270','IPE')"
05035-0,050350 JOHNSON & JOHNSON,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20191024 24/10/2019,20191024 24/10/2019 08:10,Ativo,1,AP,"OpenDownloadDocumentos('242085','1','717258','IPE')"
05047-4,050474 FORD MOTORS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,10-Q -,20191024 24/10/2019,20191024 24/10/2019 10:36,Ativo,1,AP,"OpenDownloadDocumentos('242116','1','717289','IPE')"
05048-2,050482 AMGEN INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,CT ORDER -,20191024 24/10/2019,20191024 24/10/2019 10:54,Ativo,1,AP,"OpenDownloadDocumentos('242138','1','717311','IPE')"
05048-2,050482 AMGEN INC.,Aviso aos Acionistas,Outros avisos,Pagamento de Dividendos - Aviso Inicial -,20191024 24/10/2019,20191024 24/10/2019 11:44,Ativo,1,AP,"OpenDownloadDocumentos('242144','1','717317','IPE')"
05048-2,050482 AMGEN INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,NOOF - MINI TENDER OFFER - AMGEN INC RECOMENDA REJEIÇÃO AO EVENTO -,20191024 24/10/2019,20191024 24/10/2019 14:03,Ativo,1,AP,"OpenDownloadDocumentos('242151','1','717324','IPE')"
05049-0,050490 COMCAST CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:28,Ativo,1,AP,"OpenDownloadDocumentos('242107','1','717280','IPE')"
05049-0,050490 COMCAST CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,10Q -,20191024 24/10/2019,20191024 24/10/2019 17:28,Ativo,1,AP,"OpenDownloadDocumentos('242179','1','717352','IPE')"
05050-4,050504 3M COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:18,Ativo,1,AP,"OpenDownloadDocumentos('242098','1','717271','IPE')"
05054-7,050547 EBAY INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:31,Ativo,1,AP,"OpenDownloadDocumentos('242112','1','717285','IPE')"
05055-5,050555 ELI LILLY AND COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20191024 24/10/2019,20191024 24/10/2019 17:28,Ativo,1,AP,"OpenDownloadDocumentos('242180','1','717353','IPE')"
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191024 24/10/2019,20191024 24/10/2019 10:38,Ativo,1,AP,"OpenDownloadDocumentos('242120','1','717293','IPE')"
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191024 24/10/2019,20191024 24/10/2019 17:23,Ativo,1,AP,"OpenDownloadDocumentos('242173','1','717346','IPE')"
05073-3,"050733 FACEBOOK, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20191024 24/10/2019,20191024 24/10/2019 10:32,Ativo,1,AP,"OpenDownloadDocumentos('242113','1','717286','IPE')"
05074-1,"050741 TWITTER, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20191024 24/10/2019,20191024 24/10/2019 10:51,Ativo,1,AP,"OpenDownloadDocumentos('242134','1','717307','IPE')"
05074-1,"050741 TWITTER, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:52,Ativo,1,AP,"OpenDownloadDocumentos('242135','1','717308','IPE')"
05088-1,050881 METLIFE INC,Aviso aos Acionistas,Outros avisos,Dividendos/Juros sobre Capital Próprio -,20191024 24/10/2019,20191024 24/10/2019 10:05,Ativo,1,AP,"OpenDownloadDocumentos('242095','1','717268','IPE')"
05098-9,050989 THE HERSHEY COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:50,Ativo,1,AP,"OpenDownloadDocumentos('242133','1','717306','IPE')"
05102-0,051020 DANAHER CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:30,Ativo,1,AP,"OpenDownloadDocumentos('242110','1','717283','IPE')"
05102-0,051020 DANAHER CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,10-Q -,20191024 24/10/2019,20191024 24/10/2019 10:30,Ativo,1,AP,"OpenDownloadDocumentos('242111','1','717284','IPE')"
05110-1,051101 COSTCO WHOLESALE CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20191024 24/10/2019,20191024 24/10/2019 17:23,Ativo,1,AP,"OpenDownloadDocumentos('242171','1','717344','IPE')"
05119-5,"051195 SALESFORCE.COM, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20191024 24/10/2019,20191024 24/10/2019 10:45,Ativo,1,AP,"OpenDownloadDocumentos('242129','1','717302','IPE')"
05120-9,051209 THE CHARLES SCHWAB CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20191024 24/10/2019,20191024 24/10/2019 10:48,Ativo,1,AP,"OpenDownloadDocumentos('242132','1','717305','IPE')"
05122-5,"051225 THE TRAVELERS COMPANIES, INC",Aviso aos Acionistas,Outros avisos,Pagamento de Dividendos - Aviso Inicial -,20191024 24/10/2019,20191024 24/10/2019 11:56,Ativo,1,AP,"OpenDownloadDocumentos('242147','1','717320','IPE')"
05125-0,051250 MEDTRONIC PUBLIC LIMITED COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,11-K -,20191024 24/10/2019,20191024 24/10/2019 10:40,Ativo,1,AP,"OpenDownloadDocumentos('242122','1','717295','IPE')"
05125-0,051250 MEDTRONIC PUBLIC LIMITED COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,DEFA 14A -,20191024 24/10/2019,20191024 24/10/2019 10:55,Ativo,1,AP,"OpenDownloadDocumentos('242140','1','717313','IPE')"
05136-5,051365 SANCHEZ ENERGY CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:46,Ativo,1,AP,"OpenDownloadDocumentos('242130','1','717303','IPE')"
05137-3,051373 VALERO ENERGY CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:52,Ativo,1,AP,"OpenDownloadDocumentos('242136','1','717309','IPE')"
05140-3,"051403 TESLA, INC",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:47,Ativo,1,AP,"OpenDownloadDocumentos('242131','1','717304','IPE')"
05144-6,051446 AMERICAN AIRLINES GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:19,Ativo,1,AP,"OpenDownloadDocumentos('242099','1','717272','IPE')"
05144-6,051446 AMERICAN AIRLINES GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,10-Q -,20191024 24/10/2019,20191024 24/10/2019 10:19,Ativo,1,AP,"OpenDownloadDocumentos('242100','1','717273','IPE')"
05145-4,"051454 FIRST SOLAR, INC",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20191024 24/10/2019,20191024 24/10/2019 17:28,Ativo,1,AP,"OpenDownloadDocumentos('242183','1','717356','IPE')"
05154-3,051543 ARMSTRONG WORLD INDUSTRIES INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:20,Ativo,1,AP,"OpenDownloadDocumentos('242101','1','717274','IPE')"
05159-4,051594 CANADIAN NATIONAL RAILWAY CO,Aviso aos Acionistas,Outros avisos,Pagamento de Dividendos - Aviso Inicial -,20191024 24/10/2019,20191024 24/10/2019 16:14,Ativo,1,AP,"OpenDownloadDocumentos('242161','1','717334','IPE')"
05160-8,051608 CANADIAN PACIFIC RAILWAY LTD,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,10-Q -,20191024 24/10/2019,20191024 24/10/2019 10:22,Ativo,1,AP,"OpenDownloadDocumentos('242103','1','717276','IPE')"
05160-8,051608 CANADIAN PACIFIC RAILWAY LTD,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:22,Ativo,1,AP,"OpenDownloadDocumentos('242104','1','717277','IPE')"
05161-6,051616 CAPITAL ONE FINANCIAL CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20191024 24/10/2019,20191024 24/10/2019 17:37,Ativo,1,AP,"OpenDownloadDocumentos('242190','1','717363','IPE')"
05163-2,051632 CARTERS INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:23,Ativo,1,AP,"OpenDownloadDocumentos('242105','1','717278','IPE')"
05166-7,051667 CINCINNATI FINANCIAL CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20191024 24/10/2019,20191024 24/10/2019 17:37,Ativo,1,AP,"OpenDownloadDocumentos('242191','1','717364','IPE')"
05183-7,051837 FASTENAL CO,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20191024 24/10/2019,20191024 24/10/2019 10:34,Ativo,1,AP,"OpenDownloadDocumentos('242114','1','717287','IPE')"
05184-5,051845 FIFTH THIRD BANCORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,FWP -,20191024 24/10/2019,20191024 24/10/2019 10:35,Ativo,1,AP,"OpenDownloadDocumentos('242115','1','717288','IPE')"
05184-5,051845 FIFTH THIRD BANCORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20191024 24/10/2019,20191024 24/10/2019 17:28,Ativo,1,AP,"OpenDownloadDocumentos('242182','1','717355','IPE')"
05192-6,051926 LIBERTY BROADBAND CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20191024 24/10/2019,20191024 24/10/2019 17:32,Ativo,1,AP,"OpenDownloadDocumentos('242185','1','717358','IPE')"
05193-4,051934 LIBERTY MEDIA CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20191024 24/10/2019,20191024 24/10/2019 17:32,Ativo,1,AP,"OpenDownloadDocumentos('242186','1','717359','IPE')"
05194-2,051942 LOWES COMPANIES INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:55,Ativo,1,AP,"OpenDownloadDocumentos('242139','1','717312','IPE')"
05195-0,051950 MARKEL CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20191024 24/10/2019,20191024 24/10/2019 10:39,Ativo,1,AP,"OpenDownloadDocumentos('242121','1','717294','IPE')"
05200-0,052000 NORTHROP GRUMMAN CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:41,Ativo,1,AP,"OpenDownloadDocumentos('242123','1','717296','IPE')"
05200-0,052000 NORTHROP GRUMMAN CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,10-Q -,20191024 24/10/2019,20191024 24/10/2019 10:41,Ativo,1,AP,"OpenDownloadDocumentos('242124','1','717297','IPE')"
05203-5,052035 OREILLY AUTOMOTIVE INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:43,Ativo,1,AP,"OpenDownloadDocumentos('242125','1','717298','IPE')"
05204-3,052043 PAYPAL HOLDINGS INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191024 24/10/2019,20191024 24/10/2019 10:43,Ativo,1,AP,"OpenDownloadDocumentos('242126','1','717299','IPE')"
