cvm_code,company,category,type,kind,reference_date,issue_dttm,status,v,modality,download,,
02417-1,024171 ATACADÃO S.A.,Aviso aos Acionistas,Outros avisos,Dividendos/Juros sobre Capital Próprio -,20190829 29/08/2019,20190829 29/08/2019 15:49,Inativo,1,AP,"OpenDownloadDocumentos('233914','1','708440','IPE')",,
02417-1,024171 ATACADÃO S.A.,Aviso aos Acionistas,Outros avisos,Dividendos/Juros sobre Capital Próprio -,20190829 29/08/2019,20190829 29/08/2019 16:00,Ativo,2,RE,"OpenDownloadDocumentos('233915','2','708441','IPE')",,
02438-4,024384 NOTRE DAME INTERMEDICA PARTICIPACOES SA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Indice Ibovespa -,20190829 29/08/2019,20190829 29/08/2019 19:26,Ativo,1,AP,"OpenDownloadDocumentos('234002','1','708531','IPE')",,
02439-2,024392 Hapvida Participações e Investimentos S.A.,Formulário de Referência,,,20190101 2019,20190829 29/08/2019 11:52,Inativo,9,RE,"OpenDownloadDocumentos('87053','9','024392FRE201920190900087053-79','')",,
02460-0,024600 Banco BMG S.A,ITR,,,20190630 30/06/2019,20190829 29/08/2019 20:04,Inativo,3,RE,"OpenDownloadDocumentos('87062','3','024600ITR300620190300087062-79','ITR')",,
02460-0,024600 BANCO BMG S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Adicionais,Demonstrações Financeiras - Prudencial -,20190630 30/06/2019,20190829 29/08/2019 18:31,Ativo,1,AP,"OpenDownloadDocumentos('233970','1','708498','IPE')",,
02460-0,024600 BANCO BMG S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em PortuguêsDemonstrações Financeiras com reconciliação para IFRS,20190630 30/06/2019,20190829 29/08/2019 20:30,Inativo,4,RE,"OpenDownloadDocumentos('234015','4','708544','IPE')",,
02470-8,024708 Nova Transportadora do Sudeste S.A. – NTS,Aviso aos Acionistas,Outros avisos,Distribuição intermediária de Dividendos -,21090829 29/08/2109,20190829 29/08/2019 19:34,Ativo,1,AP,"OpenDownloadDocumentos('234004','1','708533','IPE')",,
02474-0,024740 Copel Geração e Transmissão S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,BRI GeT 02 19 - UTE Araucária – Celebração de Contrato de Gás -,20190829 29/08/2019,20190829 29/08/2019 19:40,Ativo,1,AP,"OpenDownloadDocumentos('234005','1','708534','IPE')",,
05005-9,050059 BANK OF AMERICA CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190829 29/08/2019,20190829 29/08/2019 11:57,Ativo,1,AP,"OpenDownloadDocumentos('233874','1','708399','IPE')",,
05005-9,050059 BANK OF AMERICA CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190829 29/08/2019,20190829 29/08/2019 17:26,Ativo,1,AP,"OpenDownloadDocumentos('233934','1','708461','IPE')",,
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190829 29/08/2019,20190829 29/08/2019 11:57,Ativo,1,AP,"OpenDownloadDocumentos('233878','1','708403','IPE')",,
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,FWP -,20190829 29/08/2019,20190829 29/08/2019 12:14,Ativo,1,AP,"OpenDownloadDocumentos('233887','1','708412','IPE')",,
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190829 29/08/2019,20190829 29/08/2019 17:26,Ativo,1,AP,"OpenDownloadDocumentos('233935','1','708462','IPE')",,
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,FWP -,20190829 29/08/2019,20190829 29/08/2019 17:40,Ativo,1,AP,"OpenDownloadDocumentos('233951','1','708478','IPE')",,
05010-5,050105 CITIGROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190829 29/08/2019,20190829 29/08/2019 11:57,Ativo,1,AP,"OpenDownloadDocumentos('233876','1','708401','IPE')",,
05010-5,050105 CITIGROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,FWP -,20190829 29/08/2019,20190829 29/08/2019 12:00,Ativo,1,AP,"OpenDownloadDocumentos('233881','1','708406','IPE')",,
05010-5,050105 CITIGROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190829 29/08/2019,20190829 29/08/2019 17:26,Ativo,1,AP,"OpenDownloadDocumentos('233933','1','708460','IPE')",,
05010-5,050105 CITIGROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,FWP -,20190829 29/08/2019,20190829 29/08/2019 17:30,Ativo,1,AP,"OpenDownloadDocumentos('233940','1','708467','IPE')",,
05010-5,050105 CITIGROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 17:34,Ativo,1,AP,"OpenDownloadDocumentos('233946','1','708473','IPE')",,
05013-0,050130 WELLS FARGO COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190829 29/08/2019,20190829 29/08/2019 12:20,Ativo,1,AP,"OpenDownloadDocumentos('233896','1','708421','IPE')",,
05013-0,050130 WELLS FARGO COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190829 29/08/2019,20190829 29/08/2019 17:26,Ativo,1,AP,"OpenDownloadDocumentos('233938','1','708465','IPE')",,
05031-8,050318 AT&T INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20190829 29/08/2019,20190829 29/08/2019 15:39,Ativo,1,AP,"OpenDownloadDocumentos('233912','1','708438','IPE')",,
05037-7,"050377 PEPSICO, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20190829 29/08/2019,20190829 29/08/2019 11:10,Ativo,1,AP,"OpenDownloadDocumentos('233864','1','708389','IPE')",,
05041-5,050415 QUALCOMM INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 17:40,Ativo,1,AP,"OpenDownloadDocumentos('233952','1','708479','IPE')",,
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190829 29/08/2019,20190829 29/08/2019 11:57,Ativo,1,AP,"OpenDownloadDocumentos('233879','1','708404','IPE')",,
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,FWP -,20190829 29/08/2019,20190829 29/08/2019 12:15,Ativo,1,AP,"OpenDownloadDocumentos('233888','1','708413','IPE')",,
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190829 29/08/2019,20190829 29/08/2019 17:26,Ativo,1,AP,"OpenDownloadDocumentos('233936','1','708463','IPE')",,
05067-9,050679 HONEYWELL INTERNATIONAL INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20190829 29/08/2019,20190829 29/08/2019 11:12,Ativo,1,AP,"OpenDownloadDocumentos('233865','1','708390','IPE')",,
05073-3,"050733 FACEBOOK, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 12:08,Ativo,1,AP,"OpenDownloadDocumentos('233886','1','708411','IPE')",,
05099-7,"050997 COTY, INC.",Aviso aos Acionistas,Outros avisos,Pagamento de Dividendos - Aviso Inicial -,20190829 29/08/2019,20190829 29/08/2019 12:20,Ativo,1,AP,"OpenDownloadDocumentos('233895','1','708420','IPE')",,
05116-0,"051160 GILEAD SCIENCES, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,SC 13D/A -,20190829 29/08/2019,20190829 29/08/2019 17:40,Ativo,1,AP,"OpenDownloadDocumentos('233950','1','708477','IPE')",,
05119-5,"051195 SALESFORCE.COM, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 12:18,Ativo,1,AP,"OpenDownloadDocumentos('233892','1','708417','IPE')",,
05120-9,051209 THE CHARLES SCHWAB CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20190829 29/08/2019,20190829 29/08/2019 12:18,Ativo,1,AP,"OpenDownloadDocumentos('233893','1','708418','IPE')",,
05120-9,051209 THE CHARLES SCHWAB CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 17:40,Ativo,1,AP,"OpenDownloadDocumentos('233954','1','708481','IPE')",,
05123-3,"051233 THERMO FISHER SCIENTIFIC, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 17:26,Ativo,1,AP,"OpenDownloadDocumentos('233937','1','708464','IPE')",,
05127-6,051276 UBS GROUP AG,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,6-K -,20190829 29/08/2019,20190829 29/08/2019 12:19,Ativo,1,AP,"OpenDownloadDocumentos('233894','1','708419','IPE')",,
05128-4,"051284 BEST BUY CO., INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20190829 29/08/2019,20190829 29/08/2019 11:57,Ativo,1,AP,"OpenDownloadDocumentos('233875','1','708400','IPE')",,
05139-0,051390 SPRINT CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 17:40,Ativo,1,AP,"OpenDownloadDocumentos('233953','1','708480','IPE')",,
05142-0,051420 ARCONIC INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 11:57,Ativo,1,AP,"OpenDownloadDocumentos('233873','1','708398','IPE')",,
05142-0,051420 ARCONIC INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,SC 13D/A -,20190829 29/08/2019,20190829 29/08/2019 12:00,Ativo,1,AP,"OpenDownloadDocumentos('233880','1','708405','IPE')",,
05173-0,051730 DEERE & CO,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20190829 29/08/2019,20190829 29/08/2019 11:57,Ativo,1,AP,"OpenDownloadDocumentos('233877','1','708402','IPE')",,
05173-0,051730 DEERE & CO,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,10Q -,20190829 29/08/2019,20190829 29/08/2019 17:30,Ativo,1,AP,"OpenDownloadDocumentos('233942','1','708469','IPE')",,
05176-4,051764 DISCOVERY IN,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 12:02,Ativo,1,AP,"OpenDownloadDocumentos('233882','1','708407','IPE')",,
05177-2,051772 DOLLAR GENERAL CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,10-Q -,20190829 29/08/2019,20190829 29/08/2019 12:03,Ativo,1,AP,"OpenDownloadDocumentos('233883','1','708408','IPE')",,
05177-2,051772 DOLLAR GENERAL CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20190829 29/08/2019,20190829 29/08/2019 12:04,Ativo,1,AP,"OpenDownloadDocumentos('233884','1','708409','IPE')",,
05177-2,051772 DOLLAR GENERAL CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 17:30,Ativo,1,AP,"OpenDownloadDocumentos('233943','1','708470','IPE')",,
05177-2,051772 DOLLAR GENERAL CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,3 -,20190829 29/08/2019,20190829 29/08/2019 17:34,Ativo,1,AP,"OpenDownloadDocumentos('233945','1','708472','IPE')",,
05179-9,051799 ELECTRONIC ARTS INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20190829 29/08/2019,20190829 29/08/2019 17:34,Ativo,1,AP,"OpenDownloadDocumentos('233947','1','708474','IPE')",,
05181-0,051810 ESTEE LAUDER COMPANIES INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 17:34,Ativo,1,AP,"OpenDownloadDocumentos('233948','1','708475','IPE')",,
05182-9,051829 EXPEDIA GROUP INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 12:07,Ativo,1,AP,"OpenDownloadDocumentos('233885','1','708410','IPE')",,
05201-9,052019 NVIDIA CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 12:16,Ativo,1,AP,"OpenDownloadDocumentos('233889','1','708414','IPE')",,
05202-7,052027 OCCIDENTAL PETROLEUM CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,DFAN14A -,20190829 29/08/2019,20190829 29/08/2019 12:16,Ativo,1,AP,"OpenDownloadDocumentos('233890','1','708415','IPE')",,
05204-3,052043 PAYPAL HOLDINGS INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20190829 29/08/2019,20190829 29/08/2019 12:17,Ativo,1,AP,"OpenDownloadDocumentos('233891','1','708416','IPE')",,
05222-1,052221 VIACOM INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,425 -,20190829 29/08/2019,20190829 29/08/2019 17:30,Ativo,1,AP,"OpenDownloadDocumentos('233941','1','708468','IPE')",,
08006-3,080063 BCO PATAGONIA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Renúncia ao cargo de Diretor Efetivo - Vice-presidente -,20190829 29/08/2019,20190829 29/08/2019 18:25,Ativo,1,AP,"OpenDownloadDocumentos('233966','1','708493','IPE')",,
08006-3,080063 BCO PATAGONIA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,NOMINAÇÂO AGOSTO 2019 -,20190829 29/08/2019,20190829 29/08/2019 18:26,Ativo,1,AP,"OpenDownloadDocumentos('233967','1','708495','IPE')",,
08006-3,080063 BCO PATAGONIA S.A.,Reunião da Administração,Conselho de Administração,RENÚNCIA DO DIRETOR EFETIVOAta,20190828 28/08/2019 16:00,20190829 29/08/2019 18:26,Ativo,1,AP,"OpenDownloadDocumentos('233968','1','708496','IPE')",,
50843-8,508438 Belap Agropecuária S.A.,Dados cadastrais de companhias incentivadas,,,20191231 31/12/2019,20190829 29/08/2019 16:05,Ativo,1,AP,"OpenDownloadDocumentos('233916','1','708442','IPE')",,
90111-6,901116 OMNI BANCO S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Adicionais,Balanço semestral Omni Banco -,20190630 30/06/2019,20190829 29/08/2019 17:21,Ativo,1,AP,"OpenDownloadDocumentos('233930','1','708457','IPE')",,
91089-3,910893 AÇUCAREIRA QUATA S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20190331 31/03/2019,20190829 29/08/2019 15:34,Ativo,1,AP,"OpenDownloadDocumentos('233911','1','708437','IPE')",,
91089-3,910893 AÇUCAREIRA QUATA S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Adicionais,Demonstrações Financeiras Intermediárias - Junho/19 -,20190630 30/06/2019,20190829 29/08/2019 15:39,Ativo,1,AP,"OpenDownloadDocumentos('233913','1','708439','IPE')",,
00090-6,000906 BCO BRADESCO S.A.,Assembleia,AGE,Incorporação do Banco Bradesco Cartões S.A. Sumário das Decisões,20190830 30/08/2019 10:00,20190830 30/08/2019 11:26,Ativo,1,AP,"OpenDownloadDocumentos('234114','1','708687','IPE')",,
00090-6,000906 BCO BRADESCO S.A.,Assembleia,AGE,Aquisição do BAC Florida BankSumário das Decisões,20190830 30/08/2019 10:20,20190830 30/08/2019 11:30,Ativo,1,AP,"OpenDownloadDocumentos('234115','1','708688','IPE')",,
00090-6,000906 BCO BRADESCO S.A.,Assembleia,AGE,"Reforma Estatutária,Eleição de membro suplente para o Conselho FiscalSumário das Decisões",20190830 30/08/2019 10:40,20190830 30/08/2019 11:34,Ativo,1,AP,"OpenDownloadDocumentos('234117','1','708690','IPE')",,
00090-6,000906 BCO BRADESCO S.A.,Assembleia,AGE,"Mapa Final de Votação Sintético da Assembleia Geral Extraordinária de 30.8.2019, às 10hMapa final de votação",20190830 30/08/2019 10:00,20190830 30/08/2019 18:10,Ativo,1,AP,"OpenDownloadDocumentos('234281','1','708881','IPE')",,
00090-6,000906 BCO BRADESCO S.A.,Assembleia,AGE,"Mapa Final de Votação Sintético da Assembleia Geral Extraordinária de 30.8.2019, às 10h20Mapa final de votação",20190830 30/08/2019 10:20,20190830 30/08/2019 18:15,Ativo,1,AP,"OpenDownloadDocumentos('234285','1','708885','IPE')",,
00090-6,000906 BCO BRADESCO S.A.,Assembleia,AGE,"Mapa Final de Votação Sintético da Assembleia Geral Extraordinária de 30.8.2019, às 10h40Mapa final de votação",20190830 30/08/2019 10:40,20190830 30/08/2019 18:16,Ativo,1,AP,"OpenDownloadDocumentos('234288','1','708888','IPE')",,
00102-3,001023 BCO BRASIL S.A.,Fato Relevante,,JCP 3T19 -,20190830 30/08/2019,20190830 30/08/2019 08:46,Ativo,1,AP,"OpenDownloadDocumentos('234066','1','708634','IPE')",,
00102-3,001023 BCO BRASIL S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Transferência de ações do BB para o BNDES -,20190829 29/08/2019,20190830 30/08/2019 09:37,Ativo,2,RE,"OpenDownloadDocumentos('234092','2','708665','IPE')",,
00102-3,001023 BCO BRASIL S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Adicionais,Demonstrações Contábeis 1S19 -,20190630 30/06/2019,20190830 30/08/2019 13:50,Ativo,4,RE,"OpenDownloadDocumentos('234127','4','708706','IPE')",,
00102-3,001023 BCO BRASIL S.A.,Formulário de Referência,,,20190101 2019,20190830 30/08/2019 18:01,Inativo,7,RC,"OpenDownloadDocumentos('87087','7','001023FRE201920190700087087-82','')",,
00115-5,001155 BANESTES S.A. - BCO EST ESPIRITO SANTO,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Plano Especial de Desligamento Incentivado 2019 -,20190830 30/08/2019,20190830 30/08/2019 18:04,Ativo,1,AP,"OpenDownloadDocumentos('234275','1','708875','IPE')",,
00115-5,001155 BANESTES S.A. - BCO EST ESPIRITO SANTO,Reunião da Administração,Conselho de Administração,Criação da Carteira de InvestimentoAta,20190826 26/08/2019 11:00,20190830 30/08/2019 18:15,Inativo,2,RE,"OpenDownloadDocumentos('234286','2','708886','IPE')",,
00121-0,001210 BCO ESTADO DO RIO GRANDE DO SUL S.A.,Ato Homologatório emitido pelo Banco Central,,"Eleição de Membro do Conselho de Administração,Eleição de Membros do Comitê de Auditoria -",20190828 28/08/2019,20190830 30/08/2019 15:43,Ativo,2,RE,"OpenDownloadDocumentos('234148','2','708727','IPE')",,
00122-8,001228 BCO NORDESTE DO BRASIL S.A.,Formulário de Referência,,,20190101 2019,20190830 30/08/2019 13:39,Inativo,8,RE,"OpenDownloadDocumentos('87070','8','001228FRE201920190800087070-80','')",,
00152-0,001520 BARDELLA S.A. INDUSTRIAS MECANICAS,Formulário de Referência,,,20190101 2019,20190830 30/08/2019 13:37,Inativo,2,RE,"OpenDownloadDocumentos('87069','2','001520FRE201920190200087069-76','')",,
00243-7,002437 CENTRAIS ELET BRAS S.A. - ELETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Liminar Eletrosul CGTEE -,20190830 30/08/2019,20190830 30/08/2019 07:04,Ativo,1,AP,"OpenDownloadDocumentos('234058','1','708625','IPE')",,
00245-3,002453 CIA ENERGETICA DE MINAS GERAIS - CEMIG,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Cemig presta esclarecimentos sobre consulta de investidores -,20190830 30/08/2019,20190830 30/08/2019 09:31,Ativo,1,AP,"OpenDownloadDocumentos('234091','1','708659','IPE')",,
00245-3,002453 CIA ENERGETICA DE MINAS GERAIS - CEMIG,Fato Relevante,,TAESA - Conclusão da Aquisição de Participação na Brasnorte -,20190830 30/08/2019,20190830 30/08/2019 18:14,Ativo,1,AP,"OpenDownloadDocumentos('234283','1','708883','IPE')",,
