cvm_code,company,category,type,kind,reference_date,issue_dttm,status,v,modality,download
01131-2,011312 OI S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,"Resposta ao Oficio B3, -",20190926 26/09/2019,20190926 26/09/2019 19:38,Ativo,1,AP,"OpenDownloadDocumentos('237846','1','712694','IPE')"
01193-2,011932 IOCHPE MAXION S.A.,Reunião da Administração,Conselho de Administração,"Política de Destinação de Resultados,Ata",20190925 25/09/2019 17:00,20190926 26/09/2019 17:07,Ativo,1,AP,"OpenDownloadDocumentos('237767','1','712614','IPE')"
01193-2,011932 IOCHPE MAXION S.A.,Política de Destinação de Resultados,,,20190925 25/09/2019 17:00,20190926 26/09/2019 17:07,Ativo,1,AP,"OpenDownloadDocumentos('237768','1','712615','IPE')"
01219-0,012190 BOMBRIL S.A.,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),Declaração de Aquisição de Participação Acionária Relevante - Art.12 da Instrução CVM nº358/02,20190926 26/09/2019,20190926 26/09/2019 18:12,Ativo,1,AP,"OpenDownloadDocumentos('237821','1','712669','IPE')"
01385-4,013854 CEMEPE INVESTIMENTOS S.A.,Comunicação sobre Transação entre Partes Relacionadas,,"Adiantamento para Futuro Aumento de Capital, -",20190920 20/09/2019,20190926 26/09/2019 20:15,Ativo,1,AP,"OpenDownloadDocumentos('237849','1','712697','IPE')"
01420-6,014206 BRB BCO DE BRASILIA S.A.,Reunião da Administração,Conselho de Administração,"Aprovação da 4ª versão do Regimento interno do Comitê de Auditoria,Distribuição de Dividendos/Juros sobre Capital Próprio,Sumário das Decisões",20190926 26/09/2019 09:30,20190926 26/09/2019 18:07,Ativo,1,AP,"OpenDownloadDocumentos('237818','1','712666','IPE')"
01420-6,014206 BRB BCO DE BRASILIA S.A.,Aviso aos Acionistas,Outros avisos,"Aprovação de Dividendos e Juros sobre o Capital Próprio e definição da data da posição acionária. , -",20190926 26/09/2019,20190926 26/09/2019 18:10,Ativo,1,AP,"OpenDownloadDocumentos('237820','1','712668','IPE')"
01431-1,014311 CIA PARANAENSE DE ENERGIA - COPEL,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20190926 26/09/2019 08:34,Inativo,13,RE,"OpenDownloadDocumentos('237693','13','712539','IPE')"
01431-1,014311 CIA PARANAENSE DE ENERGIA - COPEL,Reunião da Administração,Conselho de Administração,"Aprovou a alienação das empresas Sercomtel Contact Center S.A. e Sercomtel Iluminação S.A. para o Município de Londrina,Sumário das Decisões",20190926 26/09/2019 08:30,20190926 26/09/2019 17:47,Ativo,1,AP,"OpenDownloadDocumentos('237808','1','712656','IPE')"
01509-1,015091 LITEL PARTICIPACOES S.A.,Escrituras e aditamentos de debêntures,,"Emissão de Valores Mobiliários, -",20190911 11/09/2019,20190926 26/09/2019 18:01,Ativo,1,AP,"OpenDownloadDocumentos('237812','1','712660','IPE')"
01509-1,015091 LITEL PARTICIPACOES S.A.,Escrituras e aditamentos de debêntures,,"Emissão de Valores Mobiliários, -",20190924 24/09/2019,20190926 26/09/2019 18:04,Ativo,1,AP,"OpenDownloadDocumentos('237814','1','712662','IPE')"
01509-1,015091 LITEL PARTICIPACOES SA,Formulário de Referência,,,20190101 2019,20190926 26/09/2019 19:28,Ativo,6,RE,"OpenDownloadDocumentos('88460','6','015091FRE201920190600088460-74','')"
01610-1,016101 GAFISA S.A.,Aviso aos Acionistas,Outros avisos,"Aumento de Capital - Procedimento de Sobras, -",20190926 26/09/2019,20190926 26/09/2019 17:30,Ativo,1,AP,"OpenDownloadDocumentos('237797','1','712645','IPE')"
01624-1,016241 SOC.DE ABASTEC.DE ÁGUA E SANEAMENTO S.A.,Reunião da Administração,Conselho de Administração,"01	Apreciação das Demonstrações Financeiras de agosto de 2019.,02	Apreciação e deliberação sobre proposta da Administração de alterações no Estatuto Social.,03	Apreciação e deliberação sobre proposta de Regimento Interno do Comitê de Auditoria Estatutário.,04	Apreciação e deliberação sobre proposta de alienação de imóveis da Sanasa.,05	Apreciação e deliberação sobre alterações do Plano de Cargos, Carreira e Salários.,06	Apreciação e deliberação sobre patrocínios. ,07 Apreciação e deliberação sobre viagem internacional. ,Sumário das Decisões",20190926 26/09/2019 08:30,20190926 26/09/2019 11:04,Ativo,1,AP,"OpenDownloadDocumentos('237728','1','712574','IPE')"
01624-1,016241 SOC.DE ABASTEC.DE ÁGUA E SANEAMENTO S.A.,Assembleia,AGE,"01	Análise, deliberação e aprovação de alterações no Estatuto Social. ,02	Adequação da remuneração global anual dos Administradores, membros do Conselho Fiscal e do Comitê de Auditoria Estatutário, em atendimento ao Decreto Municipal nº 20.426 de 15 de agosto de 2019,03	Análise, deliberação e aprovação do Regimento Interno do Comitê de Auditoria Estatutário. ,Sumário das Decisões",20190926 26/09/2019 09:00,20190926 26/09/2019 11:34,Ativo,1,AP,"OpenDownloadDocumentos('237734','1','712580','IPE')"
01629-2,016292 BRF S.A.,Formulário Cadastral,,,20190101 2019,20190926 26/09/2019 17:56,Ativo,3,RE,"OpenDownloadDocumentos('88457','3','016292FCA000020190300088457-77','FCA')"
01837-6,018376 CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"IE Madeira recebe o TLD e passa a ter direito de receber 100% da RAP do Contrato de Concessão ANEEL 015/2009, -",20190926 26/09/2019,20190926 26/09/2019 18:25,Ativo,1,AP,"OpenDownloadDocumentos('237824','1','712672','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,ITR,,,20190630 30/06/2019,20190926 26/09/2019 11:53,Ativo,2,RE,"OpenDownloadDocumentos('88452','2','018406ITR300620190200088452-70','ITR')"
01862-7,018627 CIA SANEAMENTO DO PARANA - SANEPAR,Reunião da Administração,Conselho de Administração,"Analisar e contextualizar temas estratégicos para a Companhia.,Apresentar as ações de pesquisa e inovação na Sanepar, consoante ao solicitado na 7ª/2019 ROCA de 16/07/2019.,Apresentar estudos de viabilidade para adesão da Sanepar ao mercado varejista de energia via Copel Comercializadora. ,Apresentar o Relatório de Auditoria de junho, julho e agosto de 2019.,Apresentar o Risco 4 - Não cumprimento das leis e responsabilidades ambientais, com foco no resultado do indicador ""Índice de atendimento de Estações de Tratamento de Esgoto ao PCA - TAJ"".,Dar conhecimento sobre o acompanhamento da CS Bioenergia S.A, do período de janeiro a junho de 2019 e apresentar o Parecer Técnico elaborado pela empresa Rotária do Brasil da CS Bioenergia S.A.,Deliberar sobre a possibilidade de busca de reconhecimento pelo Instituto Ambiental do Paraná - IAP de Áreas Patrimoniais de Preservação Permanente do entorno do reservatório Piraquara II como RPPN,Deliberar sobre a proposta de implantação da Política de Proteção de Dados Pessoais e Privacidade - LGPD, em atendimento a Lei 13.709 de 14 de agosto de 2018 e Plano de Trabalho.,Ata",20190917 17/09/2019 10:30,20190926 26/09/2019 09:29,Inativo,1,AP,"OpenDownloadDocumentos('237704','1','712550','IPE')"
01862-7,018627 CIA SANEAMENTO DO PARANA - SANEPAR,Reunião da Administração,Conselho de Administração,"Analisar e contextualizar temas estratégicos para a Companhia.,Apresentar as ações de pesquisa e inovação na Sanepar, consoante ao solicitado na 7ª/2019 ROCA de 16/07/2019.,Apresentar estudos de viabilidade para adesão da Sanepar ao mercado varejista de energia via Copel Comercializadora. ,Apresentar o Relatório de Auditoria de junho, julho e agosto de 2019.,Apresentar o Risco 4 - Não cumprimento das leis e responsabilidades ambientais, com foco no resultado do indicador ""Índice de atendimento de Estações de Tratamento de Esgoto ao PCA - TAJ"".,Apresentar os resultados econômicos e financeiros do período de janeiro a julho de 2019.,Dar ciência sobre a proposta de terceirização de processos, conforme solicitado na Nota Técnica de 09/08/2019.,Dar ciência sobre o processo de renovação de prazo, com o reajuste contratual, do CPS 22515/2015, oriundo do Pregão Presencial nº 1504/2014, firmado com a empresa Transgires Transportes Ltda,Dar conhecimento sobre o acompanhamento da CS Bioenergia S.A, do período de janeiro a junho de 2019 e apresentar o Parecer Técnico elaborado pela empresa Rotária do Brasil da CS Bioenergia S.A.,Deliberar sobre a celebração de Termo de Cooperação entre a Companhia de Saneamento do Paraná - Sanepar, o Instituto das Águas do Paraná e a EMATER,Deliberar sobre a possibilidade de busca de reconhecimento pelo Instituto Ambiental do Paraná - IAP de Áreas Patrimoniais de Preservação Permanente do entorno do reservatório Piraquara II como RPPN,Deliberar sobre a primeira fase do processo de celebração de Contrato de Programa - COP com o município de Jundiaí do Sul, precedido de Convênio de Cooperação. ,Deliberar sobre a primeira fase do processo de celebração de Contrato de Programa com o município de Candói, precedido de Convênio de Cooperação.,Deliberar sobre a proposta de formalização de contrato especial para fornecimento de água, coleta e tratamento de esgoto nos locais administrados pela Universidade Estadual de Londrina - UEL.,Deliberar sobre a proposta de implantação da Política de Proteção de Dados Pessoais e Privacidade - LGPD, em atendimento a Lei 13.709 de 14 de agosto de 2018 e Plano de Trabalho.,Deliberar sobre a proposta de Política de Destinação do Resultado da Companhia, consoante ao solicitado na 6ª ROCA de 18/06/2019.,Deliberar sobre o encaminhamento dos resultados do Fator X referentes ao mês de julho/2019.,Deliberar sobre o pedido de licitação nº 26228/2019 relativo à contratação de prestação de serviços comerciais de campo, compreendendo cadastro, faturamento e cobrança nas áreas de abrangência da GRLC,Deliberar sobre o processo de homologação de resultado da Licitação nº 147/2019 (manutenção, ampliação, SAR, EXPANSAR, melhorias) em Paranavai,Deliberar sobre o processo de homologação de resultado da Licitação nº 179/2019, relativo a execução de obras de ampliação do Sistema de Esgotamento Sanitário do município de Londrina,Deliberar sobre o processo de homologação de resultado da Licitação nº 271/2019 *manutenção, ampliação, SAR, melhorias) em Sto Antonio da Platina,Ata",20190917 17/09/2019 10:30,20190926 26/09/2019 09:33,Ativo,2,RE,"OpenDownloadDocumentos('237706','2','712552','IPE')"
01862-7,018627 CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,Formulário de Referência,,,20190101 2019,20190926 26/09/2019 10:52,Ativo,7,RE,"OpenDownloadDocumentos('88451','7','018627FRE201920190700088451-70','')"
01882-1,018821 CCR S.A.,Fato Relevante,,"Início ao processo de sucessão do CEO, -",20190926 26/09/2019,20190926 26/09/2019 18:50,Ativo,1,AP,"OpenDownloadDocumentos('237832','1','712680','IPE')"
01901-1,019011 EMPRESA CONC RODOV DO NORTE S.A.ECONORTE,Assembleia,AGDEB,"Vencimento Antecipado de Debêntures,Ata",20190926 26/09/2019 15:00,20190926 26/09/2019 18:13,Ativo,1,AP,"OpenDownloadDocumentos('237822','1','712670','IPE')"
01933-0,019330 TPI - TRIUNFO PARTICIP. E INVEST. S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Esclarecimento Notícia Imprensa - Viracopos, -",20190926 26/09/2019,20190926 26/09/2019 23:14,Ativo,1,AP,"OpenDownloadDocumentos('237852','1','712700','IPE')"
01955-0,019550 NATURA COSMETICOS SA,Formulário de Referência,,,20190101 2019,20190926 26/09/2019 19:37,Ativo,4,RE,"OpenDownloadDocumentos('88461','4','019550FRE201920190400088461-71','')"
01972-0,019720 BRAZIL REALTY CIA SECURIT. CRÉD. IMOBILIÁRIOS,DF - Patrimônio separado,,"Demonstrações Financeiras em 30/06/2019 - 12E00195753, -",20190630 30/06/2019,20190926 26/09/2019 18:35,Ativo,1,AP,"OpenDownloadDocumentos('237828','1','712676','IPE')"
01972-0,019720 BRAZIL REALTY CIA SECURIT. CRÉD. IMOBILIÁRIOS,DF - Patrimônio separado,,"Demonstrações Financeiras em 30/06/2019 - 16L0195217, -",20190630 30/06/2019,20190926 26/09/2019 18:43,Ativo,1,AP,"OpenDownloadDocumentos('237829','1','712677','IPE')"
01972-0,019720 BRAZIL REALTY CIA SECURIT. CRÉD. IMOBILIÁRIOS,DF - Patrimônio separado,,"Demonstrações Financeiras em 30/06/2019 - 18E0907339, -",20190630 30/06/2019,20190926 26/09/2019 18:45,Ativo,1,AP,"OpenDownloadDocumentos('237830','1','712678','IPE')"
01972-0,019720 BRAZIL REALTY CIA SECURIT. CRÉD. IMOBILIÁRIOS,DF - Patrimônio separado,,"Demonstrações Financeiras em 30/06/2019 - 18H0094762 e 18H0095066, -",20190630 30/06/2019,20190926 26/09/2019 18:47,Cancelado,1,AP,"OpenDownloadDocumentos('237831','1','712679','IPE')"
01972-0,019720 BRAZIL REALTY CIA SECURIT. CRÉD. IMOBILIÁRIOS,DF - Patrimônio separado,,"Demonstrações Financeiras em 30/06/2019 - 18H0094762 e 18H0095066, -",20190630 30/06/2019,20190926 26/09/2019 19:12,Ativo,1,AP,"OpenDownloadDocumentos('237840','1','712688','IPE')"
01990-9,019909 BR MALLS PARTICIPACOES S.A.,Reunião da Administração,Conselho de Administração,"Acompanhamento M&A,Gerenciamento de Riscos,Modelo Econômico,Ata",20190916 16/09/2019 18:00,20190926 26/09/2019 00:33,Ativo,1,AP,"OpenDownloadDocumentos('237683','1','712522','IPE')"
02001-0,020010 EQUATORIAL ENERGIA S.A.,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20190926 26/09/2019 15:01,Ativo,10,RE,"OpenDownloadDocumentos('237753','10','712599','IPE')"
02008-7,020087 EMBRAER S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,"Notícia divulgada na mídia, -",20190926 26/09/2019,20190926 26/09/2019 09:06,Ativo,1,AP,"OpenDownloadDocumentos('237697','1','712543','IPE')"
02022-2,020222 GAIA SECURITIZADORA S.A.,Termo de Securitização e Aditamentos de Direitos Creditórios,,"Termo de Securitização da 116ª e 117ª séries da 4ª emissão da Gaia Securitizadora, -",20190802 02/08/2019,20190926 26/09/2019 14:56,Ativo,1,AP,"OpenDownloadDocumentos('237751','1','712597','IPE')"
02022-2,020222 GAIA SECURITIZADORA S.A.,Documentos de Oferta de Distribuição Pública,Anúncio de Início de Distribuição Pública,"Anúncio de Início - 121ª série da 4ª emissão da Gaia Securitizadora, -",20190926 26/09/2019,20190926 26/09/2019 15:04,Ativo,1,AP,"OpenDownloadDocumentos('237755','1','712601','IPE')"
02052-4,020524 EVEN CONSTRUTORA E INCORPORADORA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Encerramento Programa de Recompra, -",20190926 26/09/2019,20190926 26/09/2019 18:00,Ativo,1,AP,"OpenDownloadDocumentos('237811','1','712659','IPE')"
02060-5,020605 JHSF PARTICIPACOES S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,"Live para o canal Stoxos de Helô Cruz, -",20190926 26/09/2019,20190926 26/09/2019 12:00,Ativo,1,AP,"OpenDownloadDocumentos('237736','1','712582','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Reunião da Administração,Conselho de Administração,"Acompanhamento dos trabalhos da Auditoria Interna,Alteração de alçada,Assuntos Jurídicos,Assuntos Regulatórios,Contratação da empresa Alta Construções Ltda,Contratação IEL Instaladora Elétrica Litoral Ltda,Convocação de Assembleia Geral Extraordinária,Desestatização,Lei Geral de Proteção de dados,Memória da Eletricidade,Modernização do Estatuto Social,Relatório Gerencial do mês de agosto de 2019,Sumário das Decisões",20190925 25/09/2019 17:00,20190926 26/09/2019 08:05,Ativo,1,AP,"OpenDownloadDocumentos('237684','1','712523','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Contratos de Indenidade,Contratos de indenidade e aditivos,"Contrato de Indenidade CAE, -",20190918 18/09/2019,20190926 26/09/2019 13:52,Ativo,1,AP,"OpenDownloadDocumentos('237738','1','712584','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Contratos de Indenidade,Contratos de indenidade e aditivos,"Contrato de Indenidade CAE, -",20190918 18/09/2019,20190926 26/09/2019 13:56,Ativo,1,AP,"OpenDownloadDocumentos('237739','1','712585','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Contratos de Indenidade,Contratos de indenidade e aditivos,"Contrato de Indenidade CAE, -",20190918 18/09/2019,20190926 26/09/2019 13:58,Ativo,1,AP,"OpenDownloadDocumentos('237740','1','712586','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Contratos de Indenidade,Contratos de indenidade e aditivos,"Contrato de Indenidade CAE, -",20190918 18/09/2019,20190926 26/09/2019 14:00,Ativo,1,AP,"OpenDownloadDocumentos('237741','1','712587','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Contratos de Indenidade,Contratos de indenidade e aditivos,"contratos de Indenidade CAE, -",20190918 18/09/2019,20190926 26/09/2019 14:03,Ativo,1,AP,"OpenDownloadDocumentos('237742','1','712588','IPE')"
02081-8,020818 ISEC SECURITIZADORA S.A.,DF - Patrimônio separado,,"Demonstração Financeira em 30/06/19 - 1º EMISSÃO CRA 02 - STO ANGELO, -",20190630 30/06/2019,20190926 26/09/2019 16:20,Ativo,1,AP,"OpenDownloadDocumentos('237764','1','712611','IPE')"
02081-8,020818 ISEC SECURITIZADORA S.A.,DF - Patrimônio separado,,"Demonstração Financeira em 30/06/19 - 1º CRA 04 05 06 - CITRUS JUIC, -",20190630 30/06/2019,20190926 26/09/2019 16:30,Ativo,1,AP,"OpenDownloadDocumentos('237765','1','712612','IPE')"
02093-1,020931 MINERVA S.A.,Reunião da Administração,Conselho de Administração,"Retificação Ata Bônus de Subscrição e Sop Cons. ADM,Ata",20190926 26/09/2019 10:00,20190926 26/09/2019 17:58,Ativo,1,AP,"OpenDownloadDocumentos('237810','1','712658','IPE')"
02093-1,020931 MINERVA S.A.,Aviso aos Acionistas,Aumento de capital por subscrição privada deliberado em RCA,,20190924 24/09/2019 11:00,20190926 26/09/2019 18:06,Ativo,2,RE,"OpenDownloadDocumentos('237817','2','712665','IPE')"
02109-1,021091 DURATEX S.A.,Regimento interno de Comitês,,"Regimento Interno do Conselho de Administração, -",20160321 21/03/2016 17:45,20190926 26/09/2019 17:30,Ativo,1,AP,"OpenDownloadDocumentos('237796','1','712644','IPE')"
02109-1,021091 DURATEX S.A.,Regimento interno de Comitês,,"Regimento Interno do Comitê de Pessoas, Governança e Nomeação, -",20151216 16/12/2015 13:30,20190926 26/09/2019 17:36,Ativo,1,AP,"OpenDownloadDocumentos('237799','1','712647','IPE')"
02109-1,021091 DURATEX S.A.,Regimento interno de Comitês,,"Regimento do Comitê de Sustentabilidade, -",20190626 26/06/2019 12:15,20190926 26/09/2019 17:37,Ativo,1,AP,"OpenDownloadDocumentos('237800','1','712648','IPE')"
02109-1,021091 DURATEX S.A.,Regimento interno de Comitês,,"Regimento do Comitê para Avaliação de Transações com Partes Relacionadas, -",20161103 03/11/2016 18:15,20190926 26/09/2019 17:37,Ativo,1,AP,"OpenDownloadDocumentos('237801','1','712649','IPE')"
02109-1,021091 DURATEX S.A.,Regimento interno do Conselho de Administração,,,20160321 21/03/2016 17:45,20190926 26/09/2019 18:26,Ativo,1,AP,"OpenDownloadDocumentos('237825','1','712673','IPE')"
02149-0,021490 ALUPAR INVESTIMENTO S/A,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,"Apresentação Corporativa do 2T19, -",20190816 16/08/2019,20190926 26/09/2019 17:27,Ativo,2,RE,"OpenDownloadDocumentos('237794','2','712642','IPE')"
02155-5,021555 UNIDAS S.A.,Reunião da Administração,Conselho de Administração,"(i) a celebração de contratos de compra e venda de veículos em valores superiores a R$1.000.000,00 (um milhão de reais) de acordo com política comercial e financeira da Companhia;,(ii) a ratificação de todos os atos já praticados pela Diretoria relacionados à contratação prevista no item (i); e,(iii) a autorização para a Diretoria celebrar os respectivos contratos decorrentes da contratação prevista no item (i).,Ata",20190926 26/09/2019 11:00,20190926 26/09/2019 19:11,Ativo,1,AP,"OpenDownloadDocumentos('237839','1','712687','IPE')"
